state,startup,website,foundedDate,description,personaEnd,jobEnd,persona,job,personaAbstract,jobAbstract,taskDetail,jobHow,market,marketDetail,interest,nextStep,status,industries,revenueEstimated,location,investors,operatingStatus,leadInvestors,totalFunding,exitDate,contactEmail,contactPhone,crunchbaseURL,IPOstatus,contactsInCrunchbase,acquisitionStatus,type,fundingDate,employeeSize
AZ,iDezignz,http://www.idezignz.com,1/1/2020,iDezignz is a computers and electronics manufacturing.,,,,,,,,,low,"low - not 10x scalable, saturated market",0,,,"Consumer Electronics, Machinery Manufacturing, Manufacturing",,"Scottsdale, Arizona, United States",,Active,,,,,,https://www.crunchbase.com/organization/idezignz,Private,,,For Profit,,10
AZ,airRyd,https://airRyd.com,11/1/2020,airRyd is a leader in the auto transport and car shipping industry.,,,,,,,,,low,low - not 10x scalable,0,,,"Information Technology, Logistics, Transportation",,"Chandler, Arizona, United States",,Active,,,,Wes@airryd.com,913-215-3113,https://www.crunchbase.com/organization/airryd,Private,,,For Profit,,10
AZ,LMC Phoenix,https://lmcphoenix.com,1/1/2020,LMC Phoenix is a Sales and Marketing Firm.,,,,,,,,,low,low - saturaded market,0,,,"Consulting, Marketing, Retail, Sales",,"Phoenix, Arizona, United States",,Active,,,,hr@lmcphoenix.com,(602) 275-1278,https://www.crunchbase.com/organization/lmc-phoenix,Private,,,For Profit,,50
AZ,SQRL,https://www.joinsqrl.com,1/1/2020,SQRL is a recruiting firm for biotechnology and clinical research.,,,,,,,,,low,low - recruting company,0,,,"Human Resources, Recruiting, Staffing Agency",$1M to $10M,"Scottsdale, Arizona, United States",,Active,,,,admin@teamsqrl.com,+1 480 415 7115,https://www.crunchbase.com/organization/sqrl-7a30,Private,,,For Profit,,50
AZ,Redstone Staffing,https://redstonestaffing.com,1/1/2020,"Redstone Staffing recruits general contractors, medical facilities, hospitality, and financial companies.",,,,,,,,,low,low - staffing firm,0,,,"Human Resources, Recruiting, Staffing Agency",,"Peoria, Arizona, United States",,Active,,,,,+1 602 315 1668,https://www.crunchbase.com/organization/redstone-staffing,Private,,,For Profit,,50
AZ,BlockTec,https://blocktec.us,1/1/2022,"BlockTec provides cloud service, system migration, and IT software development services.",,,,,,,,,low,low - it consulting and software dev,0,,,"Artificial Intelligence, Information Technology, Software",,"Phoenix, Arizona, United States",,Active,,,,support@blocktec.us,+1 602 452 6405,https://www.crunchbase.com/organization/blocktec-7591,Private,,,For Profit,,50
AZ,Leading MD’s,https://leadingmds.com,1/1/2020,"Leading MD’s provides primary care, internal medicine, and behavioral health services.",,,,,,,,,low,low - medical/wellness practice,0,,,"Health Care, Medical, Therapeutics",$1M to $10M,"Goodyear, Arizona, United States",,Active,,,,info@leadingmds.com,+1 623 295 1190,https://www.crunchbase.com/organization/leading-md-s,Private,,,For Profit,,50
AZ,Phoenix Dance Studio,https://www.phoenixdancestudio.com/,1/1/2020,Phoenix Dance Studio provides performing art lessons and a recreational outlet to children with neurological and physical disabilities.,,,,,,,,,low,low - dance studio,0,,,"Education, Performing Arts, Training",Less than $1M,"Phoenix, Arizona, United States",,Active,,,,service@phoenixdancestudi.com,+1 602-892-4347,https://www.crunchbase.com/organization/phoenix-dance-studio,Private,,,For Profit,,10
AZ,Virtual Client Technologies,https://www.vclienthost.com,6/1/2020,Run your small business virtually everywhere,,,,,,,,,low,low - agency,0,,,Web Hosting,,"Queen Creek, Arizona, United States",,Active,,,,jim@vclient.com,480-690-8877,https://www.crunchbase.com/organization/virtual-client-technologies,Private,,,For Profit,,10
AZ,Atlas Pain Specialists,https://atlaspainspecialists.com/,1/1/2021,"At Atlas Pain Specialists, we are committed to helping alleviate our patients' suffering.",,,,,,,,,low,low - medical practice,0,,,Health Care,Less than $1M,"Phoenix, Arizona, United States",,Active,,,,office@atlaspainaz.com,(602) 492-9821,https://www.crunchbase.com/organization/atlas-pain-specialists,Private,,,For Profit,,10
AZ,Tempest Hosting,https://tempest.net,1/1/2020,Tempest Hosting offers cloud computing solutions for a multi-node stack.,,,,,,,,,low,low - cloud servers,0,,,"Cloud Security, Information Services, Network Hardware",$1M to $10M,"Phoenix, Arizona, United States",,Active,,,,sales@tempest.net,+1 602 704 3002,https://www.crunchbase.com/organization/tempest-hosting,Private,,,For Profit,,50
AZ,Peppermint,https://www.peppermint401k.com,1/1/2021,Peppermint is a financial firm that offers retirement savings plans using pooled employer plan programs for individuals and businesses.,,,,,,,,,low,low -wealth management. Like the name though,0,,,"Finance, Financial Services, Retirement",$1M to $10M,"Tucson, Arizona, United States",,Active,,,,info@peppermintira.com,+1 844-399-8890,https://www.crunchbase.com/organization/peppermint-221b,Private,,,For Profit,,50
AZ,GRRecruiting,https://www.grrecruiting.com,1/1/2020,"GRRecruiting provides initial and ongoing board support, candidate recruitment, and care.",,,,,,,,,low,low - staffing/recruiting firm,0,,,"Employment, Recruiting, Staffing Agency",,"Fountain Hills, Arizona, United States",,Active,,,,info@grrecruiting.com,+1 888 319 7949,https://www.crunchbase.com/organization/grrecruiting,Private,,,For Profit,,50
AZ,Mills Tint Solutions,,1/1/2020,Mills Tint Solutions is a local Mesa window tint installer that offers high quality window tinting.,,,,,,,,,low,low -window tint company,0,,,Windows,,"Mesa, Arizona, United States",,Active,,,,millstintsolutions@gmail.com,480-818-4499,https://www.crunchbase.com/organization/mills-tint-solutions,Private,,,For Profit,,10
AZ,Next Gen Restoration AZ,https://nextgenrestorationaz.com,1/1/2021,NextGen Restoration AZ is a restoration company that provides new life to residential and commercial properties.,,,,,,,,,low,low - not 10x scalable,0,,,"Clean Energy, Home Renovation, Water",$1M to $10M,"Tempe, Arizona, United States",,Active,,,,sales@nextgenrestorationaz.com,+1 602 908 3875,https://www.crunchbase.com/organization/next-gen-restoration-az,Private,,,For Profit,,10
AZ,DirectMessage.me,https://directmessage.me/,6/1/2022,Connecting fans with celebrities,,,,,,,,,low,"low - not interested in investing in this kind of product, however could it be the next social media platform?",0,,"11/16 - don't showcase who they can talk to, hard to see if there is any traction. Not interesting to me because I think it has some negative potential. ","Celebrity, Content Creators, Internet, Marketplace, Social Media",,"Scottsdale, Arizona, United States",,Active,,,,support@directmessage.me,,https://www.crunchbase.com/organization/directmessage-me,Private,,,For Profit,,50
AZ,Legacy EV,http://legacyev.com/,1/1/2020,Legacy EV provides the simplest solution for purchasing what you need for your EV conversion.,,,car enthusiasts,electirfy your old hotrod,,,,online portal for conversion kits,low,low - not a big market,,,,"Automotive, Electric Vehicle",,"Phoenix, Arizona, United States",,Active,,2710000,,,,https://www.crunchbase.com/organization/legacy-ev,Private,1,,For Profit,2/7/2022,10
AZ,UpRecruit,https://uprecruit.com/,1/20/2020,UpRecruit is a marketplace for jobs.,,,,a,,,,,,,,,,"Professional Services, Recruiting, Service Industry",,"Phoenix, Arizona, United States",,Active,,,,support@uprecruit.com,+1 602 755-2505,https://www.crunchbase.com/organization/uprecruit,Private,4,,For Profit,,10
AZ,Clearwater Digital Partners,https://clearwaterdp.com,6/15/2021,An investment manager focused exclusively on digital assets.,,,,b,,,,,low,low - blockchain investors,,,,Financial Services,,"Tempe, Arizona, United States",,Active,,,,ir@clearwaterdp.com,,https://www.crunchbase.com/organization/clearwater-digital-partners,Private,2,,For Profit,,10
AZ,ApproveMe,https://www.approveme.com/,10/1/2020,ApproveMe.com is a document signing experience™ that helps businesses build better relationships with their signers.,,,,c,,,,,,,,,,"B2B, Information Technology, Internet, Small and Medium Businesses, Software",,"Phoenix, Arizona, United States",,Active,,,,crunchbase@approveme.com,,https://www.crunchbase.com/organization/approveme-digital-signatures,Private,1,,For Profit,,50
AZ,TBL Mission Critical,https://tbl-mc.com,1/29/2020,"Mission Critical Field Service, Design/Build, & Strategic Edge MDC Sourcing",,,,a,,,,,,,,,,"Construction, Data Center, Information Technology, Service Industry",,"Phoenix, Arizona, United States",,Active,,,,info@tbl-mc.com,833.249.7825,https://www.crunchbase.com/organization/tbl-mission-critical,Private,3,,For Profit,,10
AZ,ClassroomTen,https://classroomten.com,2/1/2021,"ClassroomTen is education and workplace reimagined through tech, for small to medium sized businesses",,,,b,,,,,,,,,,"EdTech, SaaS",,"Scottsdale, Arizona, United States",,Active,,,,info@classroomten.com,9195369906,https://www.crunchbase.com/organization/classroomten,Private,,,For Profit,3/15/2022,10
AZ,Ingredient Fusion,,7/1/2020,Food as Medicine at Scale,,,,c,,,,,,,,,,"Food Processing, Health Care, Medical, Nutrition, Personal Health",,"Phoenix, Arizona, United States",,Active,,,,ingredientfusion@gmail.com,480-440-1240,https://www.crunchbase.com/organization/ingredient-fusion,Private,,,For Profit,,10
AZ,Zahrun,https://zahrun.com/,1/1/2022,ZAHRUN is an online marketplace for medical equipment supplies in USA.,,,,a,,,,,,,,,,Health Care,,"Chandler, Arizona, United States",,Active,,,,infozahrun@gmail.com,480 570 7567,https://www.crunchbase.com/organization/info-zahrun,Private,,,For Profit,,10
AZ,Zoodealio,https://zoodealio.com,1/3/2021,SaaS with iBuyer products,,,,b,,,,,,,,,,"Real Estate, Real Estate Investment, Software",,"Gilbert, Arizona, United States",,Active,,,,support@zoodealio.com,480-733-8500,https://www.crunchbase.com/organization/zoodealio,Private,5,,For Profit,,10
AZ,Fusion Esports,https://fusiongg.com/,12/1/2020,Fusion Esports is a premier North American esports club focused on gaming and lifestyle entertainment.,,,,c,,,,,,,,,,"Digital Entertainment, eSports, Gaming, Lifestyle",,"Scottsdale, Arizona, United States",,Active,,,,,,https://www.crunchbase.com/organization/fusion-esports,Private,,,For Profit,,50
AZ,Mindup,https://www.mindup.co,1/1/2020,Mindup is a meeting agenda tool to help teams share more meaningful conversations and achieve better results.,,,,a,,,,,,,,,,"Apps, Computer, Meeting Software, Software",,"Phoenix, Arizona, United States",,Active,,,,meet@mindup.co,,https://www.crunchbase.com/organization/mindup-e3f6,Private,1,,For Profit,,10
AZ,Dark Matter InsurTech,https://www.darkmatterins.com,1/1/2020,Dark Matter InsurTech provides digital solutions for E and S distribution.,,,,b,,,,,,,,,,"Data Integration, Insurance, Software",$1M to $10M,"Scottsdale, Arizona, United States",,Active,,,,info@darkmatterins.com,+1 480 823 0408,https://www.crunchbase.com/organization/dark-matter-insurtech,Private,,,For Profit,,10
AZ,MedtechIntel,https://medtechintel.com,1/1/2020,MedtechIntel develops software for the medical device industry.,,,,c,,,,,,,,,,"Information Technology, Real Time, Software",,"Scottsdale, Arizona, United States",,Active,,,,hello@medtechintel.com,480-609-4864,https://www.crunchbase.com/organization/medtechintel,Private,2,,For Profit,,10
AZ,Cyber Hacker,https://cyberhacker.net,3/1/2020,"Cyber Hacker, Professional Cyber Services Suite",,,,a,,,,,,,,,,Information Technology,,"Scottsdale, Arizona, United States",,Active,,,,admin@cyberhacker.net,480-400-4600,https://www.crunchbase.com/organization/cyber-hacker,Private,,,For Profit,,50
AZ,BitFire Networks,https://www.bitfirenetworks.com,1/1/2020,BitFire Networks offers live video transmission and production solutions for broadcast solutions.,,,,b,,,,,,,,,,"Broadcasting, Film Production, Media and Entertainment",,"Phoenix, Arizona, United States",,Active,,,,info@bitfirenetworks.com,1-534-248-3473,https://www.crunchbase.com/organization/bitfire-networks,Private,13,,For Profit,,50
AZ,Nuclearn,https://nuclearn.ai,1/1/2021,Software company delivering AI solutions for automating Nuclear Industry tasks,,,,c,,,,,,,,,,"Artificial Intelligence, Machine Learning, Nuclear, Software",,"Phoenix, Arizona, United States",,Active,,,,sales@nuclearn.ai,,https://www.crunchbase.com/organization/nuclearn,Private,1,,For Profit,,10
AZ,MoodConnect Group Inc.,https://moodconnect.com,5/6/2020,"SaaS, Mobile App that is creating healthier workspaces and providing care for employees and businesses.",,,,a,,,,,,,,,,"Human Resources, Software, Wellness",,"Phoenix, Arizona, United States",,Active,,,,info@moodconnect.com,3475628719,https://www.crunchbase.com/organization/moodconnect-group-inc,Private,1,,For Profit,,10
AZ,Granularity.co,https://granularity.co,4/2/2020,Granularity is a 2-sided ad and market research platform that connects marketers with consumers in a mutually beneficial way,,,,b,,,,,,,,,,"Advertising, Advertising Platforms, Market Research, Mobile Apps",,"Scottsdale, Arizona, United States",,Active,,,,marketing@granularity.co,,https://www.crunchbase.com/organization/granularity-co,Private,1,,For Profit,,10
AZ,TL Family Nurse Practice,https://www.tlfamilynursepractice.org,1/1/2020,"TL Family Nurse Practice provides diabetes, hypertension, and chronic care services.",,,,c,,,,,low,low - medical practice,,,,"Diabetes, Health Care, Medical, Nursing and Residential Care",,"Phoenix, Arizona, United States",,Active,,,,,+1 602 918 3225,https://www.crunchbase.com/organization/tl-family-nurse-practice,Private,,,For Profit,,10
AZ,SafeMed Technologies,https://clevair.com,1/1/2022,SafeMed Technologies lifestyle technology company focused on personal air purification.,,,,a,,,,,low,"low - saturated market, not 10x scalable",,,,,,"Scottsdale, Arizona, United States",,Active,,,,pr@clevair.com,,https://www.crunchbase.com/organization/safemed-technologies,Private,,,For Profit,,10
UT,Angel Studios,https://www.angel.com,1/1/2021,Angel Studios is a video streaming service and media company.,,,household,filter video entertainment,household,customize media,choose what content is filtered out of entertainment,users select what content they find objectionalble and it is removed from their streamed video services,medium,,,,,,,,,,,,,,,,,,,,,
UT,Oops,https://oops.io,1/1/2022,Oops is a venture-backed startup that offers easy returns right from your doorstep.,,,household,make returns ,household,return goods,return items that can be shipped back to seller,people come to the home and package and ship returns,medium - demand might be there at the right price,,,,,,,,,,,,,,,,,,,,,
UT,SaVia Health,https://saviahealth.com/,1/1/2022,SaVia Health develops software that provides real decision support to clinicians at the point of care.,patients,better healthcare,doctor/medical ,support decision support at the point of care,doctor,treat patients,software that supports real decision support to clinicians at the point of care,software,medium - more and more less trained providers may need support,,,,,,,,,,,,,,,,,,,,,
UT,Giddy,https://giddy.co/,5/1/2021,"Giddy is a blockchain and crypto technology company, which allows easy access to DeFi returns for consumers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,HitPiece,https://www.hitpiece.com,1/1/2021,The simplest way to create and buy authentic music artist NFTs and a beautiful music metaverse to listen and show them off.,,,musicians,sell their music online,entertainment,market and sell,,,low - me too in already crowded market (e.g. spotify),,,,,,,,,,,,,,,,,,,,,
UT,Ember,https://www.emberhome.com/,1/1/2021,Ember is a shared vacation home company.,vacation home owners,technology enabled vacation home ownership,household,vacation property ownership and use,,,,,"medium high - I like the idea of bringing shared ownership to more people and they way they take care of what might be typical pain points (repairs, maintenance, management). There are some temproary economic downturns that could be an issue in the short run, but in the long run I think millenials and people in general are wanting more rich lifestyle perks like this one",Bart and Bryson,,,,,,,,,,,,,,,,,,,,
UT,Resale.com,https://resale.com/,1/1/2021,"Omnichannel Technology, Marketplaces, Recommerce",households,buy discounted goods,business,sell unsold inventory ,business,market and sell unsold inventory,"If it's what I think it is, they are downeast homing all the tons of returned goods that come back to Amazon? ","If it's what I think it is, they are downeast homing all the tons of returned goods that come back to Amazon? ","high - ecommerce and more and more is getting sold online. Not trying to be a me-too, but trying to be an enabling service to that growing market",due diligence,,,,,,,,,,,,,,,,,,,,
UT,Allset,https://tryallset.com/,10/1/2021,Automated payments and communications platform for home service businesses.,,household,pay for services,small business owners,collect payments,business,operations,software like venmo for small home service providers to collect payments,"medium to low - it's such a giant market maybe there is space for it, but how can they compete with existing solutions like venmo, square, etc",,,,,,,,,,,,,,,,,,,,,
UT,Paintbrush,https://www.GetPaintbrush.com,1/1/2021,Paintbrush is a fintech company connecting idea-stage founders with the non-dilutive capital they need to grow on their own terms.,business founders,funding,business,get early stage seed funding,business,funding,a non-dilutive startup loan backed by an income-driven guaruntee,fancy wrapper around a personal loan backed by a bank,low - crowded,,,,,,,,,,,,,,,,,,,,,
UT,Levo Financial,https://levotreasury.io,1/1/2021,Levo is a treasury management account for startups.,,,business,better cash management for startups. Store idle funding in a treasury instead of checking account,business,finance,give startups and business a place to store their cash that yields interest more like a large corporation,,medium-high,due diligence,,,,,,,,,,,,,,,,,,,,
UT,SmartFi,https://smartfi.com/,1/1/2021,SmartFi is a unique monetary system.,,,,,,,,,low - not interested in crypto,,,,,,,,,,,,,,,,,,,,,
UT,Motos America,https://motosamerica.com,1/1/2021,Motos America is a motorcycle dealership consolidation company that purchases and operates powersports dealerships.,,,motorcycle buyers,buy & service premium motorcycles,motorists,purchase vehicles,,,low - dealership in a waning demand market segment,,,,,,,,,,,,,,,,,,,,,
UT,StreamFT,https://www.streamft.com,2/1/2022,"Hyper-Personalized and ""living"" banking for members of all communities and brands",,,,,,,,,n/a - no info,,,,,,,,,,,,,,,,,,,,,
UT,Syncware,https://syncware.com,1/1/2022,"No-code, order & inventory automation software for multi-channel consumer product brands",,,businesses,SIOP,businesses,SIOP,,"software that is no-code and automatically connects to many different platforms to magically manage orders, inventory, fulfillment","low - crowded and fragmented market. Need is there, but also question scalability of solution",,,,,,,,,,,,,,,,,,,,,
UT,Iris Technologies,http://iris.construction,2/17/2021,Iris is a collaboration platform for project managers in commercial construction,,,commercial constrcution project managers and teams,communication & project management,builders,construction,,,"medium - fragmented market, but since it's commercial less fragmented than general construction. How big is this pain point though, and it's got to be crowded market",ask Bart?,,,,,,,,,,,,,,,,,,,,
UT,dree,https://dree.com,6/1/2021,"A peer to peer marketplace. Dree develops, markets, and operates a mobile platform that allows customers to outsource the chore of laundry.",,,household,outsource laundry,household,cleaning,,,"low - know this has been tried before without success, don't think software will be game changer in adoption",,,,,,,,,,,,,,,,,,,,,
UT,Qualiti,https://qualiti.ai/,1/1/2021,"Qualiti is an AI-managed test automation solution that creates, maintains, executes, and triages tests.",software developers,outsource test automation to computer,businesses,software test automation,business,software development,AI manages the test automation for software developers,AI,medium - ,maybe worth some due diligence by an actual developer,,,,,,,,,,,,,,,,,,,,
UT,Dental Dash,http://www.dentaldash.co,1/22/2021,B2B SaaS - AI Smart Tasks boosting Dental Offices profitability,,,dentists,"practice operations - recall, reactivation, billing and collections",dentist,practice operations,,claim to be AI with human in the loop,"low - saturated market, job is focused on already big target for other companies, doesn't do other parts of ops management",,,,,,,,,,,,,,,,,,,,,
UT,LevelNext,https://www.levelnext.com,2/11/2022,Mentor Marketplace,,,worker,pay for mentors (or get paid to be a mentor) to help you with career development,worker,training,share career goals and get advice and mentorship,software platform that connects mentees with mentors,"medium - seems like its been overdone, could be interesting segment (software developers and tech people)",wait and check back later,,,,,,,,,,,,,,,,,,,,
UT,Wander,https://www.wandermaps.com,1/1/2021,"Wander is a one-app, no-code interactive mapping alternative for paper maps that works both online and offline, indoors and outdoors.",travelers,offline interactive beautiful maps,destination owners,offline interacive mobile interactive apps,travelers,planning,"destination owners work with wander maps to create beautiful interactive offline maps, then travellers access via qr code",software,"high - I think this could be cool and take off. Think of yellowstone - we used paper maps. They were helpful, but I think this might be a genuinely better solution. ",,,,,,,,,,,,,,,,,,,,,
UT,Biolexis Therapeutics,https://biolexistx.com/,1/1/2021,Biolexis Therapeutics is a cutting-edge FIELDS technology to design potent and selective small molecule therapeutics.,patients,new drugs,pharma,drug discovery,medical,drug discovery,AI/ML platform to do drug discovery,,"medium - guessing.  crowded space, probably a me-too solution, but in an area where I think customers (pharma companies) have a willingness to pay",,,,,,,,,,,,,,,,,,,,,
UT,Dimension X,https://www.dimx.dev/,6/10/2022,Dimension X is building a platform that empowers all creators and storytellers to build immersive experiences.,,,business,software development,business,software development,I think they are really just a software house that focuses on AR/VR development,,"low - not a scalable solution, more like a professional services company",,,,,,,,,,,,,,,,,,,,,
UT,Ostrich Cyber-Risk,https://www.ostrichcyber-risk.com/,9/1/2021,Qualitative and quantitative cyber risk assessment,,,business,cyber assessment,business,cyber,,,low - crowded me-too,,,,,,,,,,,,,,,,,,,,,
UT,pieFi,https://piefi.io/,1/1/2021,Putting Community on the Cap Table,,,,,,,,,n/a too vague to identify,,,,,,,,,,,,,,,,,,,,,
UT,DrumCV,http://www.drumcv.com/,1/5/2022,SaaS,,,business,customer support,business,customer support,help business have better success with customer support,improves/fixes customer support data,low - crowded market where existing players who have CRMs are more likely to succeed as established players. Feels like a feature than could be easily replicated,,,,,,,,,,,,,,,,,,,,,
UT,OMOS Golf,http://www.omosgolf.com/,1/1/2021,OMOS Golf manufactures and sells golf accessories.,,,golfer,sports equipment,athlete,sports equipment,golf products,,low - late entrant into a crowded industry with mega players,,,,,,,,,,,,,,,,,,,,,
UT,ESTOKEN,https://ESTOKEN.com,5/1/2021,Bringing the benefits of blockchain to real estate investing,,,investors,new means to invest in real-estate,investors,investing,claim by tokenizing real estate investments they create benefits such as liquidity,,"medium - the job is interesting to me, if I understand it right. It's like making a mortgage-backed security in blockchain, at least it's backed by something. ",due diligence,,,,,,,,,,,,,,,,,,,,
UT,DeepPower,https://deeppower.com/,1/1/2022,DeepPower is developing a breakthrough geothermal drilling technology to access the Earth’s unlimited source of clean energy.,households,energy and utilities,energy companies,find new sources of energy - gethtermal,energy companies,power & utilities,creating special coatings to improve outcomes in geothermal energy harvesting,special coatings to resist corrosion,high - but I feel like this is very risky. It's a hail mary? Not my AOE,watch. It's a long play and not in my AOE,,,,,,,,,,,,,,,,,,,,
UT,Leftovers,http://getleftovers.com/,9/1/2022,DoorDash for leftover restaurant food,,,household,buy inexpensive and discounted food,household,eat,they post leftover food from grocers and restaraunts and people can order it online at deep discounts,software website and possibly app,"medium - there is a real problem, inflation could be a tailwind, solves a need on both sides",,,,,,,,,,,,,,,,,,,,,
